trail,mean,std
0,47.17,10.674319650450794
1,46.22,10.087199809659761
2,46.19,11.129865228294554
3,46.42,10.694091826798566
4,45.36,12.626575149263552
5,47.14,9.710839304612144
6,44.12,14.188925258806604
7,46.46,11.479041771855357
8,43.98,14.40137493435956
9,47.63,9.665045266319254
10,43.57,14.436935270340449
11,44.25,13.725432597918362
12,40.13,17.759873310358948
13,43.68,14.42350858841218
14,42.67,14.810844000258724
15,43.35,14.345992471767156
16,41.42,16.76375852844462
17,42.12,15.579653397941833
18,42.09,15.03535500079729
19,42.28,14.372946809892536
20,39.82,16.648351269720365
21,40.01,17.273965960369384
22,40.37,15.791551538718414
23,41.05,15.98272504925241
24,41.78,15.267992664394363
25,41.41,16.34202863784054
26,38.59,17.3787772872547
27,39.37,16.69949400431041
28,40.26,16.688091562548433
29,41.46,15.953319403810605
30,40.22,16.894129157787305
31,37.63,17.995363291692662
32,40.11,16.482047809662475
33,39.8,16.227137763635348
34,38.66,17.825386391324038
35,39.18,16.709506276368558
36,38.29,17.297569193386696
37,40.9,15.322206107476827
38,37.81,18.083525651819105
39,39.23,17.266067878935267
40,38.88,17.143675218575503
41,38.37,17.770568364574054
42,37.75,17.27910587964551
43,37.34,18.366937687050616
44,37.92,17.512098674916153
45,36.32,18.22683735594303
46,36.6,18.465102220134074
47,39.48,16.789568189801667
48,38.11,17.69231188963162
49,37.34,18.000122221807278
50,35.82,17.51820767087775
51,34.57,18.132983758885363
52,35.17,19.10552537880076
53,37.4,17.315888657530685
54,36.45,18.339779169880973
55,37.4,16.78511245121699
56,35.64,19.063326047675936
57,35.1,20.36197436399526
58,35.27,19.13105067684471
59,34.48,19.215868442513855
60,34.59,19.03580573550801
61,36.47,18.201348851115405
62,35.07,18.418064502004555
63,35.99,18.02636679977416
64,36.64,17.92903789945239
65,34.74,18.178899856702003
66,33.95,18.568992972156572
67,34.31,17.327258871500717
68,33.96,19.846873809242606
69,35.31,18.08960751370797
70,35.92,18.039778269147323
71,33.97,17.875936339112414
72,34.9,18.235953498514952
73,35.91,19.111826181712722
74,36.37,17.607188872730372
75,34.6,19.293003913336047
76,33.42,19.16151351015885
77,35.52,18.16561587175066
78,32.24,19.72618564243986
79,31.46,19.760779336858143
80,32.73,19.31572157595982
81,34.29,18.714323391456084
82,34.29,18.7218027978077
83,34.56,19.334073549048064
84,31.57,19.47524325907125
85,31.82,19.7845293095388
86,32.55,20.066078341320207
87,34.61,19.10962846315961
88,31.1,20.566234463313883
89,35.05,18.727720096156922
90,31.85,19.293716593751455
91,31.8,19.002105146535744
92,34.48,18.453444122981484
93,34.66,18.571063512895552
94,30.68,20.0772906538706
95,32.98,18.27948576957241
96,34.59,19.196403308953467
97,34.56,18.58780245214587
98,31.64,19.385314028924057
99,33.96,18.857847172994052
100,32.71,18.95536599488388
101,33.76,18.78995476311745
102,32.13,18.165712207342704
103,34.5,18.38396040030548
104,29.3,19.561952867748147
105,31.58,19.159425878663473
106,29.04,19.081886699171026
107,31.06,20.1349546808529
108,30.99,19.334164062612064
109,32.71,19.959105691388086
110,32.47,18.968634637210968
111,31.03,19.148083455009274
112,32.57,18.47606830470162
113,32.58,19.42842247842063
114,31.55,19.03385142318811
115,32.53,18.94859097663993
116,31.85,18.425186566219626
117,31.68,18.652013296156532
118,33.21,19.004891475617534
119,32.14,19.23851345608594
120,27.47,19.41054095073087
121,27.52,19.825478556645237
122,29.39,19.525314338058678
123,29.73,19.64680890119308
124,28.7,19.992248497855364
125,30.61,20.135985200630238
126,30.24,19.94247727841254
127,29.69,19.614125012347607
128,28.28,18.699240626292816
129,28.89,19.646320266146535
130,27.16,18.896412357905408
131,28.67,19.01686356894848
132,28.47,20.046174198584627
133,30.94,19.026728567990872
134,29.85,18.56737730537083
135,28.15,18.869750925754165
136,31.5,19.128251357612385
137,27.87,19.40446082734586
138,29.63,19.70464666011548
139,26.52,19.74207689175584
140,28.91,19.328784234917624
141,27.22,20.438483309678336
142,31.06,18.72315144413461
143,29.86,19.791422384457363
144,26.16,18.874172829557327
145,29.62,19.353955668028174
146,31.79,19.338197951205277
147,32.17,17.69579328541108
148,26.69,19.71481422687011
149,32.02,19.306983192617125
150,26.8,19.22134230484437
151,29.97,19.183041990257962
152,26.0,20.04045907657806
153,25.83,19.985522259876024
154,30.61,18.875854947524893
155,29.98,18.263614100171964
156,29.08,19.095905320251255
157,28.61,18.364038226926017
158,26.62,18.510418687863332
159,26.6,18.820733248202632
160,28.8,20.082828486047475
161,29.54,19.929586046880146
162,27.0,19.45199218589191
163,29.44,19.529116723497758
164,32.27,19.389097451918694
165,29.48,19.39870098743728
166,27.05,19.863723215953243
167,27.88,19.16260942564973
168,27.48,19.432179496906667
169,28.2,18.874850992789327
170,27.82,18.228208908173062
171,27.76,18.365794292651763
172,24.78,18.597085793209647
173,26.83,18.66925547524593
174,31.07,19.89887182731724
175,25.38,19.583043685801243
176,23.99,19.749681010082163
177,25.41,18.649447713002118
178,29.15,19.307187780720422
179,28.42,18.25715202324832
180,28.87,19.89203609487979
181,27.46,19.554753897709883
182,26.91,19.487480596526574
183,27.34,18.566216631290292
184,26.88,19.31128167678158
185,27.47,19.58440961581431
186,24.68,19.192123384347028
