trail,mean,std
0,45.3,13.757543385357724
1,47.59,9.793972636269725
2,44.12,13.593586723157363
3,46.11,11.260457361936952
4,42.73,14.942459636887106
5,43.71,14.439733377039888
6,43.45,15.045514281672133
7,43.45,13.650183148954454
8,43.3,14.320265360669813
9,42.34,15.300470580998468
10,43.84,13.761337144333021
11,41.13,15.402373193764646
12,40.71,16.347045604634506
13,42.23,15.085658752603399
14,41.94,16.002387321896677
15,41.8,15.331014317389455
16,40.06,16.96692075775683
17,40.37,15.877439969969966
18,38.17,17.708221254547272
19,39.46,15.98650681043235
20,42.56,14.439750690368571
21,40.43,16.10792041202093
22,37.82,17.144900116361132
23,37.95,17.894901508530292
24,38.37,16.655722740247576
25,36.35,18.76719211816194
26,40.79,15.869023284373883
27,38.41,16.869555417971153
28,35.91,18.82768971488537
29,34.38,19.13310220534036
30,35.44,18.29990163907993
31,39.08,16.57629632939759
32,37.32,17.76281509220878
33,35.93,18.860145810677068
34,35.48,17.81487019318411
35,36.88,18.067805622155664
36,35.63,17.753678492075935
37,35.01,19.28963193013285
38,31.79,20.12376455835239
39,36.65,17.721949667008985
40,38.59,17.139483656166536
41,36.02,18.560161637227186
42,33.0,19.276410454231357
43,35.49,18.99657600727035
44,29.85,20.56568744292298
45,33.21,18.24187216269207
46,32.11,19.76456172041263
47,32.55,18.727720096156922
48,34.7,18.847015678881363
49,33.37,19.758873955769854
50,29.56,19.64959032651826
51,31.4,19.903768487399564
52,29.15,19.590495144329562
53,28.74,20.048750584512746
54,33.6,18.02276338412064
55,31.31,19.202445156802302
56,29.04,19.80753392020319
57,30.65,19.753670544989866
58,30.61,19.855424951382933
59,31.32,19.44473193438264
60,28.57,18.849538455887988
61,29.94,19.208758419012934
62,27.68,20.13150764349258
63,34.53,18.53615655954599
64,27.42,18.704641135290462
65,25.56,19.140700091689446
66,28.45,19.14438559996115
67,28.71,19.7849917867054
68,30.02,19.75802621721108
69,26.98,19.147835386800256
70,30.25,19.477358650494683
71,24.77,19.819614022477836
72,26.0,20.587860500790267
73,31.26,19.67466391072539
74,31.6,19.332356297151158
75,29.18,19.534779241138096
76,28.14,19.471527931829083
77,27.46,18.759754795838884
78,24.08,19.786197209165785
79,27.21,19.080510999446528
80,25.46,19.10205224576668
81,26.51,19.674092101034798
82,27.2,19.036281149426223
83,27.18,19.878319848518384
84,24.34,18.73724632917014
85,22.93,18.791623133726368
86,26.32,19.429812145257607
87,26.05,18.307034167226544
88,24.93,18.531732244989936
89,24.26,18.92808495331738
90,26.18,19.1856091902238
91,27.87,19.24456027037251
92,25.36,19.761842019407
93,23.95,19.231419604386986
94,25.58,19.438713949230284
95,26.44,18.251202700096233
96,25.57,19.077345203146056
