trail,mean,std
0,46.61,10.98443899341245
1,43.15,15.29664996004028
2,45.5,12.554282137979854
3,42.67,14.862742008122174
4,45.76,11.643985571959462
5,44.61,13.351325776865771
6,43.58,14.05715476189973
7,41.42,15.475903850825649
8,41.05,15.785040386391172
9,42.1,15.2666302765214
10,39.85,17.270422693147943
11,39.4,17.251086922278265
12,38.54,18.167234241898253
13,42.07,15.346175419302355
14,39.88,16.27039028419418
15,41.32,15.753653544495641
16,39.16,17.19344060972091
17,39.79,16.52773124176455
18,39.46,16.439841848387708
19,37.84,18.090174128515187
20,37.49,18.522686090305587
21,38.7,17.098245524029643
22,36.8,17.456803831171396
23,35.19,18.915440782598754
24,36.1,18.83852435834611
25,36.48,17.82833699479568
26,36.34,18.154459507239544
27,35.12,18.55277876761323
28,32.67,18.6483538147473
29,33.75,19.133413182179492
30,34.22,18.852363247083897
31,33.7,19.084810714282707
32,35.25,18.382804465042867
33,33.3,18.443698110736896
34,31.62,18.762078776084497
35,33.63,18.25412556108893
36,34.53,17.946283737866167
37,32.67,19.231253209294504
38,35.29,18.414828264200562
39,29.89,18.9218894405395
40,31.25,18.528019322097006
41,28.38,19.805948601367223
42,28.25,18.956990794954773
43,31.66,18.86807886351973
44,32.79,18.664026896680134
45,26.56,20.004659457236457
46,28.86,19.88165989046186
47,31.93,19.735376864909366
48,30.78,18.353517374062122
49,31.3,19.620142710999836
50,34.08,17.120560738480506
51,30.86,19.06044070844113
52,29.23,19.297593114168404
53,28.63,18.788642846145105
54,28.93,19.578689945959102
55,29.27,19.550373397968645
56,29.69,19.191505933615527
57,30.66,18.674163970577094
58,29.57,19.230317210072226
59,30.99,20.088551465946967
60,30.22,20.394891517240286
61,27.8,20.252407264322922
62,28.17,19.14421844839847
63,27.96,19.90925412967548
64,27.38,17.96150327784398
65,28.23,19.451917643255637
66,24.36,18.51081845840426
67,30.34,19.154748758467175
68,24.85,19.05118106575022
69,27.77,19.75087592994296
70,27.71,18.52905556146886
71,29.21,19.25112723972287
72,27.53,19.589004568890175
73,27.13,19.441530289563108
74,24.16,19.01773908749408
75,28.02,17.953818535342275
76,25.88,18.60606352778577
77,22.6,19.396391416962068
78,28.04,20.19104752111688
79,24.59,19.229713986432564
80,24.49,18.2079625438982
81,22.42,18.684849477584766
82,25.81,19.12887607780447
83,24.07,18.681142898655857
84,23.2,18.573098825990247
85,23.3,18.72458277238775
86,22.37,17.188167441586085
87,20.9,17.670597047072295
88,22.82,17.788411958350867
89,24.38,18.5395684955179
90,20.98,16.948144441206537
91,20.69,16.82063910795306
92,19.85,18.359398138283282
93,23.41,19.860057905252948
94,24.63,18.85982767683735
95,23.52,18.431755206707795
96,22.98,17.324537511864495
97,23.01,19.04861937254246
98,22.02,18.114623926540677
99,21.19,17.869356451758414
100,23.49,17.20900636294844
101,21.46,18.76828175406582
102,24.48,17.941839370588518
103,23.31,19.578403918603783
104,23.16,18.45465794860474
105,22.4,18.85258602950799
106,21.11,18.032135203574757
107,23.2,17.771325217889636
108,21.89,17.42291307445457
109,20.32,17.026379532948276
110,20.52,17.014981633842574
111,19.56,17.348383209970894
112,18.73,17.16441376802599
113,19.18,17.616685272774784
114,21.62,17.38089756025275
115,19.48,16.847836656378167
116,25.2,18.099171251745204
117,19.0,17.499714283381888
118,19.12,17.251828888555558
119,19.46,16.656182035508618
120,18.61,16.61679571999367
121,20.01,16.01217973918605
122,17.84,16.98041224470124
123,18.78,16.532743269040377
124,18.98,18.118487795619142
125,19.63,17.766628830478783
126,16.89,15.516375221036645
127,21.13,18.288058945661785
128,17.99,16.144655462412324
129,16.81,16.70670224790039
