trail,mean,std
0,46.37,10.861542247765744
1,46.59,10.070844055986566
2,45.76,11.589754095751994
3,43.43,13.998039148395032
4,42.13,15.083537383518507
5,41.98,15.582669861098905
6,43.87,14.016886244812007
7,40.95,16.370323759779463
8,42.11,15.391487907281745
9,43.39,14.386726521345992
10,42.76,15.109679017106894
11,37.7,16.613548687742785
12,41.35,15.566229472804249
13,39.46,16.791319185817414
14,38.45,17.510211306549106
15,38.41,17.13248084779318
16,37.46,17.308044372487608
17,36.83,19.243728848640536
18,40.09,15.480371442572041
19,39.59,16.81968786868531
20,36.15,18.130292330792674
21,36.09,18.378843815648462
22,35.65,18.50911937397347
23,35.84,19.22587839345708
24,38.29,17.259371367462965
25,38.74,16.991539070961167
26,38.3,16.61956678135744
27,33.47,18.892567321568556
28,35.95,18.0894306156938
29,34.17,18.468381087686055
30,33.0,19.8600100704909
31,35.71,18.508535868620182
32,32.82,19.28075724653987
33,33.64,18.41495044793768
34,33.44,17.74898306946062
35,34.51,18.781637308818418
36,34.29,18.599083310744117
37,32.55,18.807113016090476
38,33.02,18.871661294120344
39,33.87,18.01202653784409
40,32.54,19.039653358189067
41,33.53,18.66946973001644
42,31.57,19.903896603429196
43,31.42,19.82482282392455
44,31.73,19.345208709135193
45,29.69,19.34926096779926
46,29.68,19.7240360981215
47,28.66,17.852854113558426
48,30.4,19.64942747257538
49,27.19,19.413755432682258
50,30.05,19.34082469803188
51,30.45,19.692320838336954
52,26.14,18.974203540596896
53,29.44,19.055875734271567
54,30.44,18.7975104734643
55,27.42,19.766223716228644
56,29.86,18.13781684768044
57,31.91,18.441309606424383
58,30.5,19.655787951644168
59,26.26,18.62343684715579
60,27.96,19.023627414349775
61,24.52,20.076593336520023
62,30.07,19.07839353824111
63,28.31,18.545454968805693
64,25.25,18.578145763234822
65,28.82,18.816684086203928
66,23.74,18.21297339810279
67,26.34,18.788411321876044
68,27.17,19.927395715446615
69,26.43,19.270835477477362
70,26.89,18.95357222267085
71,23.72,19.65913528108498
72,22.47,18.728296772531134
73,26.39,19.540672966916976
74,26.03,19.467128704562466
75,25.82,18.755468535869745
76,26.11,19.192652239854713
77,25.61,17.996052344889424
78,26.98,19.11019623133158
79,25.69,18.881575675774517
80,24.53,18.63354770300063
81,25.35,19.474791398112583
82,23.98,18.39890214116049
83,25.76,19.11864011900428
84,25.39,19.52377781065949
85,25.76,18.85052784406845
86,23.68,18.422746809311576
87,25.39,18.01660067826337
88,24.3,18.693046835655235
89,23.02,19.25771533697598
90,20.07,18.345165575704133
91,26.2,18.989997367035098
92,25.55,19.562911337528472
93,26.09,18.896610807232065
94,23.72,18.027246045916165
95,25.69,18.73696613649072
96,19.49,17.45880580108502
97,23.21,18.602308996466
98,23.38,17.8638069850746
99,25.74,18.80139356537169
100,21.81,18.208072385620614
101,22.56,19.1422673683135
102,24.04,19.53454376226893
103,20.95,17.628031654158104
104,24.55,18.66139062342354
105,19.68,18.081968919340614
106,21.25,16.870314164235353
107,21.82,17.322459409679677
108,25.12,18.472834108495643
109,18.86,17.6011476898525
110,20.54,17.574083190880824
111,20.79,18.407224125326447
112,20.32,16.96341946660519
113,20.92,18.02203096213077
114,19.91,17.46086767603489
115,21.14,17.82246896476468
116,20.14,17.65220666092486
117,20.64,18.19753829505519
118,19.66,17.99123119744727
