trail,mean,std
0,46.01,11.345919971513979
1,46.13,11.386531517542991
2,44.68,12.49310209675724
3,43.58,14.352128761964194
4,43.31,15.007128306241665
5,41.34,15.127603908088016
6,41.59,16.7625147278086
7,40.09,16.032526313716126
8,41.33,14.936569217862589
9,40.2,16.991762710207556
10,39.74,16.660504194051263
11,37.1,18.464289859076633
12,39.82,16.960766492113493
13,36.46,18.261117161882517
14,36.17,18.712057610001093
15,39.49,16.661629572163708
16,35.44,19.578212380092328
17,35.53,18.993396220792107
18,38.53,16.959631481845356
19,36.27,17.725041607849622
20,37.37,16.8864768379908
21,36.2,18.088670487352015
22,33.04,19.5504066453872
23,34.16,18.355228138053754
24,32.97,18.781083568314155
25,29.73,19.390128932010736
26,30.72,18.182453079823972
27,32.47,19.028113411476184
28,32.77,19.423622216260284
29,30.41,18.24943560771127
30,33.67,18.25160540884007
31,27.51,19.298961111935533
32,31.04,18.993641041148475
33,31.83,18.98001844045469
34,23.77,18.456356628544004
35,24.12,18.906760695581887
36,25.97,18.832129460047803
37,25.92,20.271990528806
38,25.65,19.00230249206659
39,29.76,19.035293535955777
40,25.18,19.060104931505496
41,25.92,18.449216785544035
42,29.36,18.40028260652537
43,27.33,18.354321017133813
44,25.57,18.60282505427603
45,25.08,18.817374949763842
46,25.3,18.46753908889866
47,24.82,18.72131405644379
48,22.37,18.545433400166193
49,21.51,17.732171327843638
50,24.02,18.498097199441894
51,24.37,18.027010290117442
52,21.23,18.329678120468998
53,22.67,18.10030662723701
54,20.7,18.615853458813007
55,23.96,19.664139950681797
56,22.74,17.945818454447817
57,21.05,18.006873687567204
58,23.03,18.65768206396496
59,21.05,18.42952793752461
60,20.17,17.96443987437404
61,21.83,17.967779495530323
62,22.21,17.110987697967644
63,21.92,17.372207689294992
64,20.64,18.180495042764928
65,16.67,15.173038588232744
66,19.05,16.48961794584702
67,18.13,16.591958895802513
68,20.76,17.94052396113335
69,19.22,16.288388502242938
70,20.62,17.632231849655334
71,22.8,18.543462459853608
72,18.89,17.730705005723827
73,18.0,16.451139778143034
74,20.41,17.514619607630653
75,19.2,16.940484054477313
76,17.67,17.461990150037316
77,15.18,14.75491782423745
78,19.63,17.154973039908867
79,18.23,16.946300481225983
80,16.85,15.918778219448878
