trail,mean,std
0,45.66,11.972652170676312
1,45.53,12.179043476398308
2,44.05,13.261504439542298
3,44.59,14.303912052302326
4,41.25,16.465342389394763
5,44.58,12.70919352280072
6,43.71,14.01377536568928
7,40.68,15.991172564887172
8,41.86,15.273519568193835
9,42.1,14.924811556599295
10,39.09,16.937588376153194
11,41.0,15.054567413247051
12,40.34,16.548244619898522
13,34.68,19.977427261787238
14,36.87,18.016467467292244
15,39.86,16.585547925829882
16,35.85,19.02334092634625
17,37.72,18.02891011680961
18,37.89,16.919748816102434
19,36.88,18.61895808040826
20,38.39,17.12827778849934
21,37.58,17.32523015720136
22,36.52,17.611632519445777
23,34.49,18.515666339616292
24,39.03,16.627359982871592
25,35.2,18.204944383326204
26,36.32,17.638526015515023
27,36.19,18.42590296294866
28,35.12,18.693999037124193
29,34.01,19.050719146530927
30,35.27,18.055943619761344
31,34.97,18.552873092866243
32,35.23,18.275587541854854
33,32.53,19.021280188252316
34,34.7,19.161158628851226
35,31.99,19.395099896623375
36,33.63,17.953080515610694
37,31.47,19.49382209829565
38,33.76,19.616380909841656
39,33.31,18.370462705114438
40,29.04,19.84586606827729
41,30.29,18.93266753524184
42,32.34,19.840473784665523
43,30.14,19.49205992192719
44,33.55,18.762395902442748
45,31.51,19.45687282170493
46,31.98,19.075628430015083
47,30.59,19.128562413312718
48,30.8,18.549393521083104
49,33.53,18.89044996817175
50,28.73,19.242065897403013
51,31.58,18.704106500979933
52,30.54,18.80075530397648
53,31.07,19.529595489922464
54,30.43,19.438752531991344
55,30.01,18.808240215394957
56,30.18,18.782640921872513
57,29.61,19.524289999895007
58,32.07,19.047443397999636
59,29.15,18.503175403157154
60,33.75,17.748450636604876
61,28.17,18.430439495573633
62,28.7,19.944673474389095
63,27.83,19.48386768585745
64,25.94,19.529372749783853
65,27.4,19.3194202811575
66,26.21,19.368167182260688
67,26.88,18.90041269390698
68,27.49,19.63236868031976
69,25.56,18.371891573814608
70,27.07,18.405029203997472
71,27.02,18.752055887288734
72,29.67,18.694413604068995
73,22.49,19.186190346183896
74,26.52,17.836187933524357
75,25.17,18.57582030490175
76,26.22,18.640590119414135
77,22.64,18.916934212498596
78,25.46,19.215316807172343
79,26.87,19.842205018596086
80,25.78,18.61643360045097
81,26.05,19.089460442872667
82,25.51,18.336027377815515
83,24.29,18.52149831952047
84,24.71,18.703098673749224
85,27.23,18.39611643798767
86,24.84,17.468669096413734
87,23.81,18.398203716667552
88,25.17,19.1922145673708
89,21.84,17.439449532597063
90,26.9,18.97392948231863
91,24.71,18.628094373821497
92,25.72,18.32379873279556
93,26.6,19.378338422062917
94,20.6,18.29644774266305
95,25.3,18.162323639887052
96,23.84,18.18555470696454
97,21.32,17.451578725146895
98,22.05,18.301570970821057
99,23.61,17.021101609472872
100,23.88,19.047981520360633
101,22.85,17.979085071271008
102,21.59,16.802437323198088
103,22.97,18.34418436453363
104,23.93,18.33535110108339
105,23.07,18.326077048839448
106,21.86,18.867442858002782
107,22.41,17.932704759739956
108,22.93,16.728571367573505
109,23.78,17.883836277488115
110,21.1,18.67324288922521
111,21.64,17.3202309453425
112,24.13,17.992028790550556
113,22.31,17.196333911621984
114,22.62,17.854288000365628
115,19.49,16.86564259078201
116,16.95,16.071325396494224
117,22.28,16.683572758854737
118,18.94,15.768208522213298
119,23.1,17.431293698403458
120,20.79,17.69705907771119
121,20.68,17.70868713372056
122,19.93,17.346616384759304
123,21.65,17.43695787687749
124,20.21,17.566043948481965
125,21.13,17.45202280539423
126,19.76,17.07929740943696
127,21.83,17.828098608657065
128,22.8,17.98499374478624
129,19.9,16.873351771358287
130,18.52,15.8685096968808
131,23.11,17.01992655683332
132,20.73,16.74983880519451
133,22.4,17.66408786210032
134,19.78,17.103555185983996
135,19.9,16.785410331594512
136,20.24,16.535489106766697
137,21.43,17.51014277497474
138,23.7,17.825543469975887
139,21.62,18.1272060726412
140,21.54,17.412880290176012
141,21.36,17.82331057912642
142,19.68,14.77760467734876
143,19.7,16.147755261955144
144,20.41,16.532449909193737
145,19.52,16.918912494602008
146,18.71,16.814455090784236
147,19.87,15.8679897907706
148,19.15,15.81225790328503
149,18.46,17.178719393482158
150,16.85,15.385951384298599
151,19.9,16.43745722427894
152,17.62,16.23685930221729
153,17.32,16.375518312407706
154,16.73,15.122734541080854
155,21.35,17.561534670979064
156,20.14,15.797480811825665
157,18.29,16.919985224579836
158,19.73,15.934148863368886
159,18.23,15.579380603862269
160,18.28,14.441661954221193
161,18.23,16.416975970013475
162,19.65,16.169956709898763
163,18.09,14.99672964349228
164,19.09,16.092293186491474
165,20.22,15.96156633917862
166,18.07,15.956349833216875
167,19.04,16.947518992466122
168,20.53,16.344084556805253
169,18.05,15.074730511687434
170,19.91,16.314469038249456
171,12.82,11.768925184569746
172,16.63,15.229349953297417
173,15.99,14.96562394288992
174,20.22,17.39860913981344
175,17.99,14.8347531155729
176,16.74,15.126546201958991
177,17.26,15.821896220112176
178,17.1,15.046926596484743
179,18.09,14.78789707835431
180,15.08,14.39005211943307
181,16.94,15.179472981628836
182,18.98,15.886459643356662
183,17.97,16.11921524144398
184,16.4,14.285657142742854
185,16.45,14.17277319369784
186,17.28,15.479715759664321
187,19.24,16.326738804795035
188,18.29,15.526941102483772
189,17.2,14.065560778013795
190,14.7,12.803515142334936
191,14.71,14.152946689647356
192,17.44,16.024556156099926
193,18.68,16.35290799827358
194,16.74,14.981735546991876
195,18.02,14.514117265614193
196,17.26,14.291689893081225
197,17.84,14.048288151942211
198,17.04,14.272995480977356
199,19.96,17.144631812902833
200,14.99,14.283203422201899
201,16.02,13.170406220007036
202,14.85,13.442005058770059
203,15.28,13.743420243883978
204,16.64,15.475477375512527
205,17.26,15.37180535916325
206,16.14,13.981430541972447
207,16.8,13.009996156801895
208,18.27,15.585156399600235
209,14.02,12.759294651351228
210,16.17,14.860723400965373
211,14.17,11.85837678605297
212,15.96,14.713884599248422
213,15.43,12.828292949570491
214,16.17,15.379242504102725
215,14.48,13.511091739752196
216,15.75,11.860333047600307
217,17.2,14.652644812456213
218,16.23,14.631373824764369
219,17.4,15.52997102379782
220,15.04,13.793418720534808
221,15.47,13.382417569333278
222,15.57,12.802542716195092
223,14.82,13.31268567945627
224,15.22,14.28536313854149
225,15.15,14.109128250887792
226,16.0,13.396268137059664
227,16.21,13.21460933966646
228,16.64,14.803729259885836
229,16.72,14.608956157097602
230,17.2,13.037637822857333
231,14.27,13.619732009110901
232,15.32,13.823082145455116
233,16.09,14.994062158067774
234,12.87,12.614004122403006
235,13.55,12.139501637217244
236,13.77,12.50828125683141
237,13.68,11.279964538951353
238,11.91,10.519595999847143
239,14.44,13.279548185085213
240,12.02,10.971763759760785
241,15.1,13.517766087634449
242,15.91,13.34847931413912
243,15.22,13.427270757678198
244,15.7,14.735331689514153
245,16.13,14.316881643709984
246,14.65,13.995981566149622
247,15.38,12.412719283058005
248,14.51,12.62576334325969
249,14.83,12.787536901217527
250,16.01,13.353273007019666
251,15.02,12.687773642369256
252,17.04,14.498910303881463
253,13.05,12.491897373898013
254,14.01,12.907745736572286
255,13.05,11.515532988099162
256,12.98,12.049879667448968
257,12.65,10.485585343699226
258,13.85,11.728917256081228
259,13.98,12.694077359146664
260,13.92,11.033295065391842
261,12.93,10.940982588414988
262,15.36,12.538357149164316
263,14.94,12.257911730796568
264,15.32,12.403934859551622
265,14.76,12.786023619562101
266,14.78,13.423546476248372
267,13.55,11.920885034258154
268,15.16,13.076482707517338
269,13.54,12.099933884116886
270,13.72,12.315908411481471
271,13.6,12.09297316626478
272,14.75,11.58565923890393
273,12.58,10.945483086643549
274,11.46,10.326102846669697
275,15.56,13.593616148766301
276,13.92,12.89703841973032
277,14.2,11.892014127135909
278,12.8,12.218019479441013
279,14.81,11.477538934806539
280,12.18,11.913337063980016
281,12.81,12.254546095225232
282,14.62,12.971337633413142
283,14.31,12.501755876675881
284,14.49,12.531157169232214
285,13.17,11.672236289589073
286,12.67,10.367309197665515
287,13.3,12.427791436936817
288,16.29,14.042289699333221
289,13.94,11.48548649383212
290,12.32,11.247115185682055
291,13.93,12.230498763337494
292,13.74,11.622065220949333
293,12.89,10.557362359983673
294,13.46,11.265362843690388
295,12.32,11.223083355299469
296,13.94,12.723851618122556
297,13.0,11.392980294900891
298,13.31,11.011534861226204
299,12.57,9.396015112801807
300,12.82,10.691473238052836
301,12.33,10.909679188683779
302,13.83,10.29568356157084
303,15.03,13.513293454965002
304,13.48,11.071115571612468
305,11.46,9.47778455125458
306,14.24,11.146407492999705
307,13.09,12.285841444524667
308,11.91,10.669671972464753
